Dec 04 2023 02:30PM,Adani Green Energy Ltd,ADANIGREEN,0-3000000,25-50,50-75,Dec 04 2023 09:30AM Dec 04 2023 01:30PM,RsaTrendPDCB
Dec 05 2023 03:30PM,Vardhman Textiles Ltd,VTL,0-3000000,0-25,50-75,Dec 05 2023 09:30AM Dec 05 2023 01:30PM,PDCB
Dec 05 2023 02:30PM,NTPC Ltd,NTPC,0-3000000,25-50,75-100,Dec 04 2023 02:30PM Dec 05 2023 12:30PM,PDCB
Dec 05 2023 03:30PM,Railtel Corporation of India Ltd,RAILTEL,0-3000000,0-25,50-75,Dec 05 2023 09:30AM Dec 05 2023 01:30PM,PDCB
Dec 06 2023 03:30PM,Poly Medicure Ltd,POLYMED,0-3000000,25-50,50-75,Dec 05 2023 02:30PM Dec 06 2023 12:30PM,RsaTrendTrianglePatternWithHAPDCB
Dec 07 2023 03:30PM,Poonawalla Fincorp Ltd,POONAWALLA,0-3000000,25-50,50-75,Dec 06 2023 01:30PM Dec 07 2023 11:30AM,PDCB
Dec 07 2023 03:30PM,Alkem Laboratories Ltd,ALKEM,0-3000000,50-75,50-75,Dec 06 2023 01:30PM Dec 07 2023 11:30AM,PDCB
Dec 07 2023 03:30PM,Narayana Hrudayalaya Ltd,NH,0-3000000,0-25,25-50,Dec 06 2023 01:30PM Dec 07 2023 11:30AM,PDCB
Dec 08 2023 03:30PM,Ahluwalia Contracts (India) Ltd,AHLUCONT,0-3000000,0-25,50-75,Dec 07 2023 12:30PM Dec 08 2023 10:30AM,SuperTrendEWMPDCB
Dec 11 2023 02:30PM,Cyient Ltd,CYIENT,0-3000000,0-25,50-75,Dec 11 2023 09:30AM Dec 11 2023 01:30PM,PDCB
Dec 13 2023 03:30PM,Hero MotoCorp Ltd,HEROMOTOCO,0-3000000,25-50,50-75,Dec 12 2023 02:30PM Dec 13 2023 12:30PM,PDCB
Dec 13 2023 03:30PM,Technocraft Industries (India) Ltd,TIIL,0-3000000,50-75,50-75,Dec 12 2023 02:30PM Dec 13 2023 12:30PM,PDCB
Dec 13 2023 03:30PM,Oberoi Realty Ltd,OBEROIRLTY,0-3000000,0-25,25-50,Dec 12 2023 02:30PM Dec 13 2023 12:30PM,PDCB
Dec 14 2023 03:30PM,ACC Ltd,ACC,0-3000000,25-50,50-75,Dec 13 2023 01:30PM Dec 14 2023 11:30AM,PDCB
Dec 14 2023 03:30PM,Bharat Forge Ltd,BHARATFORG,0-3000000,25-50,50-75,Dec 13 2023 01:30PM Dec 14 2023 11:30AM,PDCB
Dec 15 2023 03:30PM,LIC Housing Finance Ltd,LICHSGFIN,0-3000000,25-50,50-75,Dec 14 2023 12:30PM Dec 15 2023 10:30AM,RsaTrendPDCB
Dec 15 2023 03:30PM,Cyient Ltd,CYIENT,0-3000000,25-50,50-75,Dec 14 2023 12:30PM Dec 15 2023 10:30AM,PDCB
Dec 18 2023 02:30PM,Jubilant Pharmova Ltd,JUBLPHARMA,0-3000000,25-50,50-75,Dec 18 2023 09:30AM Dec 18 2023 01:30PM,PDCB
Dec 21 2023 03:30PM,Kirloskar Oil Engines Ltd,KIRLOSENG,0-3000000,25-50,50-75,Dec 20 2023 01:30PM Dec 21 2023 11:30AM,PDCB
Dec 22 2023 03:30PM,Prestige Estates Projects Ltd,PRESTIGE,0-3000000,25-50,50-75,Dec 21 2023 12:30PM Dec 22 2023 10:30AM,PDCB
Dec 22 2023 03:30PM,Kirloskar Oil Engines Ltd,KIRLOSENG,0-3000000,25-50,50-75,Dec 21 2023 12:30PM Dec 22 2023 10:30AM,PDCB
